5, 354.66, 2797, 63
6, 12.62, 225, 37
7, 346.08, 2715, 62
8, 346.73, 2782, 57
0, 339.35, 2760, 66
1, 334.63, 2752, 65
2, 354.29, 2775, 65
3, 335.00, 2775, 60
4, 352.25, 2782, 67
5, 354.53, 2797, 62
6, 12.65, 225, 37
7, 344.93, 2722, 62
8, 346.27, 2775, 57
0, 341.16, 2752, 66
1, 335.96, 2745, 65
2, 355.38, 2767, 67
3, 335.49, 2775, 60
4, 353.05, 2782, 68
5, 356.16, 2797, 63
6, 12.67, 225, 37
7, 345.99, 2715, 62
8, 346.82, 2782, 57
0, 342.55, 2760, 67
1, 338.94, 2752, 66
2, 357.09, 2775, 66
3, 336.52, 2775, 60
4, 354.69, 2775, 69
5, 356.96, 2797, 63
6, 12.71, 225, 37
7, 346.80, 2715, 63
8, 348.96, 2775, 58
0, 343.24, 2752, 66
1, 338.77, 2745, 66
2, 358.38, 2775, 66
3, 337.79, 2782, 60
4, 358.08, 2782, 70
5, 357.89, 2790, 63
6, 12.76, 225, 37
7, 348.68, 2715, 64
8, 350.21, 2782, 57
0, 344.92, 2760, 67
1, 339.53, 2752, 66
2, 359.72, 2767, 66
3, 338.30, 2775, 60
4, 358.36, 2775, 70
5, 358.68, 2790, 64
6, 12.82, 225, 37
7, 349.79, 2722, 64
8, 350.65, 2782, 58
0, 345.78, 2760, 67
1, 340.55, 2752, 66
2, 361.36, 2775, 66
3, 339.21, 2775, 61
4, 359.99, 2782, 70
5, 359.92, 2790, 63
6, 12.85, 225, 37
7, 350.50, 2715, 63
8, 351.69, 2775, 57
0, 347.62, 2752, 67
1, 342.27, 2745, 67
2, 361.45, 2767, 67
3, 340.93, 2782, 61
4, 360.88, 2782, 70
5, 361.02, 2782, 63
6, 12.72, 225, 37
7, 351.38, 2715, 64
8, 352.83, 2782, 58
0, 348.70, 2760, 67
1, 342.19, 2745, 64
2, 349.43, 2782, 63
3, 340.89, 2775, 60
4, 360.94, 2775, 70
5, 361.53, 2790, 64
6, 12.77, 225, 37
7, 351.84, 2715, 64
8, 353.29, 2775, 58
0, 264.50, 2820, 64
1, 254.80, 2797, 63
2, 287.62, 2835, 65
3, 280.04, 2842, 57
4, 306.90, 2850, 67
5, 307.21, 2872, 62
6, 12.76, 225, 37
7, 288.91, 2775, 61
8, 283.91, 2850, 55
0, 263.14, 2820, 64
1, 259.46, 2797, 63
2, 293.09, 2835, 64
3, 252.83, 2835, 57
4, 283.35, 2850, 67
5, 292.95, 2872, 61
6, 12.73, 225, 37
7, 261.33, 2775, 60
8, 270.48, 2850, 55
0, 263.15, 2820, 64
1, 259.64, 2797, 63
2, 292.84, 2835, 64
3, 251.50, 2835, 57
4, 281.42, 2850, 66
5, 291.86, 2872, 61
6, 12.80, 225, 37
7, 260.28, 2775, 60
8, 268.96, 2850, 55
0, 267.20, 2820, 64
1, 263.80, 2797, 63
2, 297.49, 2835, 65
3, 254.91, 2835, 57
4, 285.69, 2842, 67
5, 295.14, 2872, 62
6, 12.82, 225, 37
7, 263.78, 2775, 60
8, 272.50, 2850, 55
0, 263.15, 2820, 64
1, 259.20, 2797, 63
2, 291.81, 2835, 65
3, 251.99, 2835, 57
4, 283.90, 2850, 67
5, 293.36, 2872, 61
6, 12.67, 225, 37
7, 261.05, 2775, 60
8, 270.14, 2850, 55
0, 263.39, 2820, 64
1, 260.19, 2797, 63
2, 293.44, 2835, 64
3, 250.91, 2842, 57
4, 282.35, 2850, 67
5, 292.29, 2872, 61
6, 12.71, 225, 37
7, 260.42, 2775, 60
8, 268.66, 2850, 55
0, 284.38, 2812, 65
1, 284.02, 2797, 65
2, 319.15, 2835, 66
3, 254.27, 2835, 57
4, 285.60, 2850, 67
5, 297.31, 2872, 62
6, 12.78, 225, 37
7, 266.56, 2775, 62
8, 277.15, 2835, 55
0, 320.25, 2812, 66
1, 313.99, 2797, 65
2, 347.61, 2835, 66
3, 297.14, 2835, 58
4, 334.17, 2842, 68
5, 331.20, 2865, 63
6, 12.81, 225, 37
7, 310.00, 2775, 62
8, 309.95, 2842, 56
0, 322.41, 2812, 66
1, 315.81, 2797, 65
2, 348.63, 2835, 66
3, 303.80, 2835, 58
4, 337.54, 2842, 68
5, 334.45, 2865, 62
6, 12.85, 225, 37
7, 315.08, 2775, 62
8, 311.92, 2842, 56
0, 323.16, 2812, 67
1, 315.56, 2797, 65
2, 349.42, 2835, 67
3, 303.38, 2835, 58
4, 338.89, 2842, 69
5, 334.88, 2865, 63
6, 12.75, 225, 37
7, 317.03, 2775, 62
8, 312.87, 2842, 56
0, 301.04, 2782, 67
1, 292.31, 2767, 65
2, 326.96, 2812, 67
3, 291.31, 2835, 57
4, 324.80, 2842, 68
5, 320.33, 2865, 62
6, 12.73, 225, 37
7, 297.61, 2775, 62
8, 298.82, 2842, 55
0, 334.45, 2805, 67
1, 327.60, 2790, 66
2, 367.06, 2827, 67
3, 294.55, 2827, 59
4, 327.67, 2835, 70
5, 343.85, 2857, 64
6, 12.75, 225, 37
7, 316.18, 2767, 63
8, 319.27, 2835, 57
0, 350.62, 2805, 68
1, 340.53, 2790, 67
2, 382.94, 2827, 68
3, 322.02, 2827, 59
4, 360.32, 2835, 69
5, 371.24, 2842, 64
6, 12.90, 225, 37
7, 347.09, 2752, 64
8, 343.82, 2835, 57
0, 355.53, 2805, 68
1, 343.79, 2790, 67
2, 387.38, 2827, 68
3, 327.02, 2827, 59
4, 367.40, 2835, 70
5, 379.67, 2842, 65
6, 12.95, 225, 37
7, 354.48, 2752, 64
8, 348.71, 2835, 57
0, 356.99, 2805, 69
1, 345.21, 2790, 67
2, 389.35, 2827, 69
3, 328.65, 2827, 59
4, 369.48, 2835, 70
5, 382.18, 2842, 65
6, 12.81, 225, 37
7, 356.26, 2752, 64
8, 350.73, 2835, 57
0, 357.12, 2805, 69
1, 345.24, 2790, 67
2, 388.64, 2827, 69
3, 329.91, 2827, 59
4, 371.33, 2835, 71
5, 383.20, 2850, 65
6, 12.79, 225, 37
7, 357.32, 2752, 64
8, 351.25, 2835, 58
0, 348.61, 2812, 68
1, 336.83, 2790, 67
2, 379.04, 2835, 68
3, 320.47, 2835, 60
4, 369.64, 2835, 71
5, 381.20, 2850, 65
6, 12.89, 225, 37
7, 354.57, 2752, 64
8, 349.54, 2835, 58
